Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,Role
4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
4,4,4,4,4,4,4,5,4,4,6,4,4,4,4,4,4,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
4,4,4,4,4,4,4,1,4,4,6,4,4,4,4,4,4,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
4,4,4,4,4,4,4,0,4,4,6,4,4,4,4,4,4,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
4,4,4,4,4,4,4,3,4,4,6,4,4,4,4,4,4,0.831188523,0.242796387,0.388777978,0.053481918,0.541066715,0.024207311,0.414619646,0.155594712,0.311400398,0.242762657,AI ML Specialist
4,4,4,4,4,4,4,2,4,4,6,4,4,4,4,4,4,0.706633184,0.418005979,0.399628571,0.139132114,0.528778501,0.073634989,0.440875018,0.119731898,0.311915216,0.216947833,AI ML Specialist
5,5,5,5,5,5,5,4,5,5,6,5,5,5,5,5,5,0.778277593,0.368404907,0.317794419,0.069063873,0.637518305,0.05907161,0.400886543,0.123395024,0.333711094,0.208807712,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,0.779374422,0.485043807,0.559186528,0.148681484,0.698982468,0.03952812,0.445713685,0.092182094,0.29587988,0.16862085,AI ML Specialist
5,5,5,5,5,5,5,1,5,5,6,5,5,5,5,5,5,0.887569939,0.433973526,0.53441327,0.113522439,0.587864326,0.0282533,0.434059967,0.092928428,0.314121124,0.175538648,AI ML Specialist
5,5,5,5,5,5,5,0,5,5,6,5,5,5,5,5,5,0.71197039,0.448789253,0.245141571,0.077177831,0.568329612,0.218882941,0.147038728,0.140729993,0.353477989,0.059278179,AI ML Specialist
5,5,5,5,5,5,5,3,5,5,6,5,5,5,5,5,5,0.818457823,0.465412159,0.514159137,0.223956168,0.485390778,0.063332712,0.402300589,0.159869602,0.297387376,0.279881315,AI ML Specialist
5,5,5,5,5,5,5,2,5,5,6,5,5,5,5,5,5,0.727764995,0.427667679,0.325136801,0.139915686,0.658515837,0.087614421,0.371321736,0.195500615,0.302694646,0.241001381,AI ML Specialist
1,1,1,1,1,1,1,4,1,1,6,1,1,1,1,1,1,0.844507843,0.223461064,0.259257526,0.072949117,0.391125324,0.019185015,0.474281971,0.119617605,0.278791135,0.246115276,AI ML Specialist
1,1,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
1,1,1,1,1,1,1,0,1,1,6,1,1,1,1,1,1,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
1,1,1,1,1,1,1,3,1,1,6,1,1,1,1,1,1,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
1,1,1,1,1,1,1,2,1,1,6,1,1,1,1,1,1,0.831188523,0.242796387,0.388777978,0.053481918,0.541066715,0.024207311,0.414619646,0.155594712,0.311400398,0.242762657,AI ML Specialist
0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0.706633184,0.418005979,0.399628571,0.139132114,0.528778501,0.073634989,0.440875018,0.119731898,0.311915216,0.216947833,AI ML Specialist
0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0.778277593,0.368404907,0.317794419,0.069063873,0.637518305,0.05907161,0.400886543,0.123395024,0.333711094,0.208807712,AI ML Specialist
0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0.779374422,0.485043807,0.559186528,0.148681484,0.698982468,0.03952812,0.445713685,0.092182094,0.29587988,0.16862085,AI ML Specialist
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.887569939,0.433973526,0.53441327,0.113522439,0.587864326,0.0282533,0.434059967,0.092928428,0.314121124,0.175538648,AI ML Specialist
0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0.71197039,0.448789253,0.245141571,0.077177831,0.568329612,0.218882941,0.147038728,0.140729993,0.353477989,0.059278179,AI ML Specialist
0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0.818457823,0.465412159,0.514159137,0.223956168,0.485390778,0.063332712,0.402300589,0.159869602,0.297387376,0.279881315,AI ML Specialist
3,3,3,3,3,3,3,4,3,3,6,3,3,3,3,3,3,0.727764995,0.427667679,0.325136801,0.139915686,0.658515837,0.087614421,0.371321736,0.195500615,0.302694646,0.241001381,AI ML Specialist
3,3,3,3,3,3,3,5,3,3,6,3,3,3,3,3,3,0.844507843,0.223461064,0.259257526,0.072949117,0.391125324,0.019185015,0.474281971,0.119617605,0.278791135,0.246115276,AI ML Specialist
3,3,3,3,3,3,3,1,3,3,6,3,3,3,3,3,3,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
3,3,3,3,3,3,3,0,3,3,6,3,3,3,3,3,3,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
3,3,3,3,3,3,3,2,3,3,6,3,3,3,3,3,3,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
2,2,2,2,2,2,2,4,2,2,6,2,2,2,2,2,2,0.831188523,0.242796387,0.388777978,0.053481918,0.541066715,0.024207311,0.414619646,0.155594712,0.311400398,0.242762657,AI ML Specialist
2,2,2,2,2,2,2,5,2,2,6,2,2,2,2,2,2,0.706633184,0.418005979,0.399628571,0.139132114,0.528778501,0.073634989,0.440875018,0.119731898,0.311915216,0.216947833,AI ML Specialist
2,2,2,2,2,2,2,1,2,2,6,2,2,2,2,2,2,0.778277593,0.368404907,0.317794419,0.069063873,0.637518305,0.05907161,0.400886543,0.123395024,0.333711094,0.208807712,AI ML Specialist
2,2,2,2,2,2,2,0,2,2,6,2,2,2,2,2,2,0.779374422,0.485043807,0.559186528,0.148681484,0.698982468,0.03952812,0.445713685,0.092182094,0.29587988,0.16862085,AI ML Specialist
2,2,2,2,2,2,2,3,2,2,6,2,2,2,2,2,2,0.887569939,0.433973526,0.53441327,0.113522439,0.587864326,0.0282533,0.434059967,0.092928428,0.314121124,0.175538648,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,0.71197039,0.448789253,0.245141571,0.077177831,0.568329612,0.218882941,0.147038728,0.140729993,0.353477989,0.059278179,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,0.818457823,0.465412159,0.514159137,0.223956168,0.485390778,0.063332712,0.402300589,0.159869602,0.297387376,0.279881315,AI ML Specialist
4,4,4,4,4,4,4,4,5,4,6,4,4,4,4,4,4,0.727764995,0.427667679,0.325136801,0.139915686,0.658515837,0.087614421,0.371321736,0.195500615,0.302694646,0.241001381,AI ML Specialist
4,4,4,4,4,4,4,4,1,4,6,4,4,4,4,4,4,0.844507843,0.223461064,0.259257526,0.072949117,0.391125324,0.019185015,0.474281971,0.119617605,0.278791135,0.246115276,AI ML Specialist
4,4,4,4,4,4,4,4,0,4,6,4,4,4,4,4,4,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
4,4,4,4,4,4,4,4,3,4,6,4,4,4,4,4,4,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
4,4,4,4,4,4,4,4,2,4,6,4,4,4,4,4,4,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
5,5,5,5,5,5,5,5,4,5,6,5,5,5,5,5,5,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,0.831188523,0.242796387,0.388777978,0.053481918,0.541066715,0.024207311,0.414619646,0.155594712,0.311400398,0.242762657,AI ML Specialist
5,5,5,5,5,5,5,5,1,5,6,5,5,5,5,5,5,0.706633184,0.418005979,0.399628571,0.139132114,0.528778501,0.073634989,0.440875018,0.119731898,0.311915216,0.216947833,AI ML Specialist
5,5,5,5,5,5,5,5,0,5,6,5,5,5,5,5,5,0.778277593,0.368404907,0.317794419,0.069063873,0.637518305,0.05907161,0.400886543,0.123395024,0.333711094,0.208807712,AI ML Specialist
5,5,5,5,5,5,5,5,3,5,6,5,5,5,5,5,5,0.779374422,0.485043807,0.559186528,0.148681484,0.698982468,0.03952812,0.445713685,0.092182094,0.29587988,0.16862085,AI ML Specialist
5,5,5,5,5,5,5,5,2,5,6,5,5,5,5,5,5,0.887569939,0.433973526,0.53441327,0.113522439,0.587864326,0.0282533,0.434059967,0.092928428,0.314121124,0.175538648,AI ML Specialist
1,1,1,1,1,1,1,1,4,1,6,1,1,1,1,1,1,0.71197039,0.448789253,0.245141571,0.077177831,0.568329612,0.218882941,0.147038728,0.140729993,0.353477989,0.059278179,AI ML Specialist
1,1,1,1,1,1,1,1,5,1,6,1,1,1,1,1,1,0.818457823,0.465412159,0.514159137,0.223956168,0.485390778,0.063332712,0.402300589,0.159869602,0.297387376,0.279881315,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,0.727764995,0.427667679,0.325136801,0.139915686,0.658515837,0.087614421,0.371321736,0.195500615,0.302694646,0.241001381,AI ML Specialist
1,1,1,1,1,1,1,1,0,1,6,1,1,1,1,1,1,0.844507843,0.223461064,0.259257526,0.072949117,0.391125324,0.019185015,0.474281971,0.119617605,0.278791135,0.246115276,AI ML Specialist
1,1,1,1,1,1,1,1,3,1,6,1,1,1,1,1,1,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,1,1,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0.831188523,0.242796387,0.388777978,0.053481918,0.541066715,0.024207311,0.414619646,0.155594712,0.311400398,0.242762657,AI ML Specialist
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.706633184,0.418005979,0.399628571,0.139132114,0.528778501,0.073634989,0.440875018,0.119731898,0.311915216,0.216947833,AI ML Specialist
0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0.778277593,0.368404907,0.317794419,0.069063873,0.637518305,0.05907161,0.400886543,0.123395024,0.333711094,0.208807712,AI ML Specialist
0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0.779374422,0.485043807,0.559186528,0.148681484,0.698982468,0.03952812,0.445713685,0.092182094,0.29587988,0.16862085,AI ML Specialist
3,3,3,3,3,3,3,3,4,3,6,3,3,3,3,3,3,0.887569939,0.433973526,0.53441327,0.113522439,0.587864326,0.0282533,0.434059967,0.092928428,0.314121124,0.175538648,AI ML Specialist
3,3,3,3,3,3,3,3,5,3,6,3,3,3,3,3,3,0.71197039,0.448789253,0.245141571,0.077177831,0.568329612,0.218882941,0.147038728,0.140729993,0.353477989,0.059278179,AI ML Specialist
3,3,3,3,3,3,3,3,1,3,6,3,3,3,3,3,3,0.818457823,0.465412159,0.514159137,0.223956168,0.485390778,0.063332712,0.402300589,0.159869602,0.297387376,0.279881315,AI ML Specialist
3,3,3,3,3,3,3,3,0,3,6,3,3,3,3,3,3,0.727764995,0.427667679,0.325136801,0.139915686,0.658515837,0.087614421,0.371321736,0.195500615,0.302694646,0.241001381,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,0.844507843,0.223461064,0.259257526,0.072949117,0.391125324,0.019185015,0.474281971,0.119617605,0.278791135,0.246115276,AI ML Specialist
3,3,3,3,3,3,3,3,2,3,6,3,3,3,3,3,3,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
2,2,2,2,2,2,2,2,4,2,6,2,2,2,2,2,2,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
2,2,2,2,2,2,2,2,5,2,6,2,2,2,2,2,2,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
2,2,2,2,2,2,2,2,1,2,6,2,2,2,2,2,2,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
2,2,2,2,2,2,2,2,0,2,6,2,2,2,2,2,2,0.831188523,0.242796387,0.388777978,0.053481918,0.541066715,0.024207311,0.414619646,0.155594712,0.311400398,0.242762657,AI ML Specialist
2,2,2,2,2,2,2,2,3,2,6,2,2,2,2,2,2,0.706633184,0.418005979,0.399628571,0.139132114,0.528778501,0.073634989,0.440875018,0.119731898,0.311915216,0.216947833,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,0.778277593,0.368404907,0.317794419,0.069063873,0.637518305,0.05907161,0.400886543,0.123395024,0.333711094,0.208807712,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,0.779374422,0.485043807,0.559186528,0.148681484,0.698982468,0.03952812,0.445713685,0.092182094,0.29587988,0.16862085,AI ML Specialist
4,4,4,4,4,4,4,4,4,5,6,4,4,4,4,4,4,0.887569939,0.433973526,0.53441327,0.113522439,0.587864326,0.0282533,0.434059967,0.092928428,0.314121124,0.175538648,AI ML Specialist
4,4,4,4,4,4,4,4,4,1,6,4,4,4,4,4,4,0.71197039,0.448789253,0.245141571,0.077177831,0.568329612,0.218882941,0.147038728,0.140729993,0.353477989,0.059278179,AI ML Specialist
4,4,4,4,4,4,4,4,4,0,6,4,4,4,4,4,4,0.818457823,0.465412159,0.514159137,0.223956168,0.485390778,0.063332712,0.402300589,0.159869602,0.297387376,0.279881315,AI ML Specialist
4,4,4,4,4,4,4,4,4,3,6,4,4,4,4,4,4,0.727764995,0.427667679,0.325136801,0.139915686,0.658515837,0.087614421,0.371321736,0.195500615,0.302694646,0.241001381,AI ML Specialist
4,4,4,4,4,4,4,4,4,2,6,4,4,4,4,4,4,0.844507843,0.223461064,0.259257526,0.072949117,0.391125324,0.019185015,0.474281971,0.119617605,0.278791135,0.246115276,AI ML Specialist
5,5,5,5,5,5,5,5,5,4,6,5,5,5,5,5,5,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
5,5,5,5,5,5,5,5,5,1,6,5,5,5,5,5,5,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
5,5,5,5,5,5,5,5,5,0,6,5,5,5,5,5,5,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
5,5,5,5,5,5,5,5,5,3,6,5,5,5,5,5,5,0.831188523,0.242796387,0.388777978,0.053481918,0.541066715,0.024207311,0.414619646,0.155594712,0.311400398,0.242762657,AI ML Specialist
5,5,5,5,5,5,5,5,5,2,6,5,5,5,5,5,5,0.706633184,0.418005979,0.399628571,0.139132114,0.528778501,0.073634989,0.440875018,0.119731898,0.311915216,0.216947833,AI ML Specialist
1,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,1,0.778277593,0.368404907,0.317794419,0.069063873,0.637518305,0.05907161,0.400886543,0.123395024,0.333711094,0.208807712,AI ML Specialist
1,1,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,0.779374422,0.485043807,0.559186528,0.148681484,0.698982468,0.03952812,0.445713685,0.092182094,0.29587988,0.16862085,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,0.887569939,0.433973526,0.53441327,0.113522439,0.587864326,0.0282533,0.434059967,0.092928428,0.314121124,0.175538648,AI ML Specialist
1,1,1,1,1,1,1,1,1,0,6,1,1,1,1,1,1,0.71197039,0.448789253,0.245141571,0.077177831,0.568329612,0.218882941,0.147038728,0.140729993,0.353477989,0.059278179,AI ML Specialist
1,1,1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,0.818457823,0.465412159,0.514159137,0.223956168,0.485390778,0.063332712,0.402300589,0.159869602,0.297387376,0.279881315,AI ML Specialist
1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,0.727764995,0.427667679,0.325136801,0.139915686,0.658515837,0.087614421,0.371321736,0.195500615,0.302694646,0.241001381,AI ML Specialist
0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0.844507843,0.223461064,0.259257526,0.072949117,0.391125324,0.019185015,0.474281971,0.119617605,0.278791135,0.246115276,AI ML Specialist
0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0.831188523,0.242796387,0.388777978,0.053481918,0.541066715,0.024207311,0.414619646,0.155594712,0.311400398,0.242762657,AI ML Specialist
3,3,3,3,3,3,3,3,3,4,6,3,3,3,3,3,3,0.706633184,0.418005979,0.399628571,0.139132114,0.528778501,0.073634989,0.440875018,0.119731898,0.311915216,0.216947833,AI ML Specialist
3,3,3,3,3,3,3,3,3,5,6,3,3,3,3,3,3,0.778277593,0.368404907,0.317794419,0.069063873,0.637518305,0.05907161,0.400886543,0.123395024,0.333711094,0.208807712,AI ML Specialist
3,3,3,3,3,3,3,3,3,1,6,3,3,3,3,3,3,0.779374422,0.485043807,0.559186528,0.148681484,0.698982468,0.03952812,0.445713685,0.092182094,0.29587988,0.16862085,AI ML Specialist
3,3,3,3,3,3,3,3,3,0,6,3,3,3,3,3,3,0.887569939,0.433973526,0.53441327,0.113522439,0.587864326,0.0282533,0.434059967,0.092928428,0.314121124,0.175538648,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,0.71197039,0.448789253,0.245141571,0.077177831,0.568329612,0.218882941,0.147038728,0.140729993,0.353477989,0.059278179,AI ML Specialist
3,3,3,3,3,3,3,3,3,2,6,3,3,3,3,3,3,0.818457823,0.465412159,0.514159137,0.223956168,0.485390778,0.063332712,0.402300589,0.159869602,0.297387376,0.279881315,AI ML Specialist
2,2,2,2,2,2,2,2,2,4,6,2,2,2,2,2,2,0.727764995,0.427667679,0.325136801,0.139915686,0.658515837,0.087614421,0.371321736,0.195500615,0.302694646,0.241001381,AI ML Specialist
2,2,2,2,2,2,2,2,2,5,6,2,2,2,2,2,2,0.844507843,0.223461064,0.259257526,0.072949117,0.391125324,0.019185015,0.474281971,0.119617605,0.278791135,0.246115276,AI ML Specialist
2,2,2,2,2,2,2,2,2,1,6,2,2,2,2,2,2,0.900796518,0.302461952,0.304583829,0.05424901,0.435166024,0.016625881,0.439994136,0.105662574,0.366317207,0.204767929,AI ML Specialist
2,2,2,2,2,2,2,2,2,0,6,2,2,2,2,2,2,0.766085749,0.337844088,0.352194334,0.092893063,0.545446946,0.076462238,0.382970671,0.189110578,0.377615778,0.217996519,AI ML Specialist
2,2,2,2,2,2,2,2,2,3,6,2,2,2,2,2,2,0.769105854,0.367986975,0.410117945,0.068776627,0.649124032,0.045418177,0.364199467,0.110346747,0.270342456,0.182944237,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,0.709348856,0.487472176,0.483535146,0.260396647,0.464201827,0.129722122,0.412821822,0.116729728,0.379300966,0.234770651,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,0.719295829,0.4515369,0.355428862,0.120480372,0.516842279,0.131658596,0.413448975,0.197742768,0.387533801,0.267588284,Software tester
4,4,4,4,4,4,4,4,4,4,4,6,5,4,4,4,4,0.633674532,0.208330839,0.143470748,0.094719829,0.434111634,0.23715738,0.416585491,0.33919264,0.425271234,0.349587924,Software tester
4,4,4,4,4,4,4,4,4,4,4,6,1,4,4,4,4,0.83362335,0.348855139,0.256003745,0.047177159,0.588691878,0.059810871,0.392355035,0.184870562,0.299242102,0.207126334,Software tester
4,4,4,4,4,4,4,4,4,4,4,6,0,4,4,4,4,0.767071167,0.430380269,0.407286403,0.124521623,0.629098796,0.09082996,0.431085797,0.158008089,0.367871571,0.262646021,Software tester
4,4,4,4,4,4,4,4,4,4,4,6,3,4,4,4,4,0.663865887,0.268499056,0.330186258,0.071063089,0.596589337,0.162805563,0.423127066,0.250105224,0.416830689,0.267003783,Software tester
4,4,4,4,4,4,4,4,4,4,4,6,2,4,4,4,4,0.817962584,0.300798297,0.257234912,0.097903867,0.474931019,0.05230054,0.46230948,0.173155457,0.381253529,0.293353855,Software tester
5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,0.579619976,0.691069053,0.594134129,0.108724493,0.867024138,0.078839767,0.438443683,0.064782814,0.230689577,0.199906907,Software tester
5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,0.719295829,0.4515369,0.355428862,0.120480372,0.516842279,0.131658596,0.413448975,0.197742768,0.387533801,0.267588284,Software tester
5,5,5,5,5,5,5,5,5,5,5,6,1,5,5,5,5,0.633674532,0.208330839,0.143470748,0.094719829,0.434111634,0.23715738,0.416585491,0.33919264,0.425271234,0.349587924,Software tester
5,5,5,5,5,5,5,5,5,5,5,6,0,5,5,5,5,0.83362335,0.348855139,0.256003745,0.047177159,0.588691878,0.059810871,0.392355035,0.184870562,0.299242102,0.207126334,Software tester
5,5,5,5,5,5,5,5,5,5,5,6,3,5,5,5,5,0.767071167,0.430380269,0.407286403,0.124521623,0.629098796,0.09082996,0.431085797,0.158008089,0.367871571,0.262646021,Software tester
5,5,5,5,5,5,5,5,5,5,5,6,2,5,5,5,5,0.663865887,0.268499056,0.330186258,0.071063089,0.596589337,0.162805563,0.423127066,0.250105224,0.416830689,0.267003783,Software tester
1,1,1,1,1,1,1,1,1,1,1,6,4,1,1,1,1,0.817962584,0.300798297,0.257234912,0.097903867,0.474931019,0.05230054,0.46230948,0.173155457,0.381253529,0.293353855,Software tester
1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,1,1,0.579619976,0.691069053,0.594134129,0.108724493,0.867024138,0.078839767,0.438443683,0.064782814,0.230689577,0.199906907,Software tester
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,0.719295829,0.4515369,0.355428862,0.120480372,0.516842279,0.131658596,0.413448975,0.197742768,0.387533801,0.267588284,Software tester
1,1,1,1,1,1,1,1,1,1,1,6,0,1,1,1,1,0.633674532,0.208330839,0.143470748,0.094719829,0.434111634,0.23715738,0.416585491,0.33919264,0.425271234,0.349587924,Software tester
1,1,1,1,1,1,1,1,1,1,1,6,3,1,1,1,1,0.83362335,0.348855139,0.256003745,0.047177159,0.588691878,0.059810871,0.392355035,0.184870562,0.299242102,0.207126334,Software tester
1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,0.767071167,0.430380269,0.407286403,0.124521623,0.629098796,0.09082996,0.431085797,0.158008089,0.367871571,0.262646021,Software tester
0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0.663865887,0.268499056,0.330186258,0.071063089,0.596589337,0.162805563,0.423127066,0.250105224,0.416830689,0.267003783,Software tester
0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0.817962584,0.300798297,0.257234912,0.097903867,0.474931019,0.05230054,0.46230948,0.173155457,0.381253529,0.293353855,Software tester
0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0.579619976,0.691069053,0.594134129,0.108724493,0.867024138,0.078839767,0.438443683,0.064782814,0.230689577,0.199906907,Software tester
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.719295829,0.4515369,0.355428862,0.120480372,0.516842279,0.131658596,0.413448975,0.197742768,0.387533801,0.267588284,Software tester
0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0.633674532,0.208330839,0.143470748,0.094719829,0.434111634,0.23715738,0.416585491,0.33919264,0.425271234,0.349587924,Software tester
0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0.83362335,0.348855139,0.256003745,0.047177159,0.588691878,0.059810871,0.392355035,0.184870562,0.299242102,0.207126334,Software tester
3,3,3,3,3,3,3,3,3,3,3,6,4,3,3,3,3,0.767071167,0.430380269,0.407286403,0.124521623,0.629098796,0.09082996,0.431085797,0.158008089,0.367871571,0.262646021,Software tester
3,3,3,3,3,3,3,3,3,3,3,6,5,3,3,3,3,0.663865887,0.268499056,0.330186258,0.071063089,0.596589337,0.162805563,0.423127066,0.250105224,0.416830689,0.267003783,Software tester
3,3,3,3,3,3,3,3,3,3,3,6,1,3,3,3,3,0.817962584,0.300798297,0.257234912,0.097903867,0.474931019,0.05230054,0.46230948,0.173155457,0.381253529,0.293353855,Software tester
